Name	Kind	Camp	Series	HeadImage	ClientOnly	CorpseIdx	DeathFrame	WalkFrame	RunFrame	HurtFrame	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	StandFrame	StandFrame1	Stature	Treasure	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	FireResistMax	ColdResistMax	LightingResistMax	PoisonResistMax	PhycicsResistMax	ActiveRadius	VisionRadius	DropRateFile	AIMaxTime	HitRecover	ReviveFrame	ArmorType	HelmType	WeaponType	HorseType	RideHorse	ActionScript	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	LifeReplenish	Defense	MinDamage	MaxDamage	AttackRating	RedLum	GreenLum	BlueLum	FireResist	ColdResist	LightingResist	PoisonResist	PhycicsResist	ten	ExpParam1	ExpParam2	ExpParam3	LifeParam1	LifeParam2	LifeParam3	ARParam1	ARParam2	ARParam3	NpcResType	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3
华北山贼2	0	5	0			250	21	19	19	16	6	6	25	25	34	36	100	2	3	1	1	60	80	100	0	0	60	75	75	90	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0	0|0.5	0|0.5	0|0.95	0|0.5	华北山贼2	8	2.5	700	60	5		60	6		enemy141	50	4	10	5	1	10	5	1	10
中原山贼1	0	5	1			251	30	16	16	14	6	6	25	25	34	35	100	2	3	0	0	80	90	100	0	0	75	75	90	75	60	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.5	0|0.95	0|0.5	0|0	中原山贼1	8	2.5	700	60	5		60	6		enemy142	50	4	10	5	1	10	5	1	10
中原山贼2	0	5	2			252	28	19	19	14	6	6	25	25	36	48	100	2	3	1	1	60	80	100	0	0	90	75	60	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.95	0|0.5	0|0	0|0.5	0|0.5	中原山贼2	8	2.5	700	60	5		60	6		enemy143	50	4	10	5	1	10	5	1	10
山贼01	0	5	3			253	40	21	21	14	6	6	25	25	18	45	100	2	3	40	60	80	70	100	0	0	75	60	75	75	90	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0	0|0.5	0|0.5	0|0.95	山贼01	8	2.5	700	60	5		60	6		enemy144	50	4	10	5	1	10	5	1	10
山贼02	0	5	4			254	38	20	20	14	6	6	25	25	36	40	100	2	3	1	1	60	80	100	0	0	75	90	75	60	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.95	0|0.5	0|0	0|0.5	山贼02	8	2.5	700	60	5		60	6		enemy145	50	4	10	5	1	10	5	1	10
山贼03	0	5	0			255	36	21	21	14	6	6	25	25	36	36	100	2	3	20	50	80	90	100	0	0	60	75	75	90	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0	0|0.5	0|0.5	0|0.95	0|0.5	山贼03	8	2.5	700	60	5		60	6		enemy146	50	4	10	5	1	10	5	1	10
山贼04	0	5	0			256	32	21	21	15	6	6	25	25	36	45	100	2	3	1	1	60	80	100	0	0	75	75	90	75	60	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.5	0|0.95	0|0.5	0|0	山贼04	8	2.5	700	60	5		60	6		enemy147	50	4	10	5	1	10	5	1	10
山贼05	0	5	0			257	31	19	19	14	6	6	25	25	36	40	100	2	3	40	60	80	70	100	0	0	90	75	60	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.95	0|0.5	0|0	0|0.5	0|0.5	山贼05	8	2.5	700	60	5		60	6		enemy148	50	4	10	5	1	10	5	1	10
山贼06	0	5	0			258	27	19	19	15	6	6	25	25	36	36	100	2	3	1	1	60	80	100	0	0	75	60	75	75	90	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0	0|0.5	0|0.5	0|0.95	山贼06	8	2.5	700	60	5		60	6		enemy149	50	4	10	5	1	10	5	1	10
山贼07	0	5	0			259	16	18	18	15	6	6	25	25	24	36	100	2	3	10	20	60	70	100	0	0	75	90	75	60	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.5	0|0.95	0|0.5	0|0	0|0.5	山贼07	8	2.5	700	60	5		60	6		enemy150	50	4	10	5	1	10	5	1	10
翠烟门春香婆婆	3	6	0												33	25	100																350	\Settings\DropRate.ini				0	0	0	0	0																							翠烟门春香婆婆	8	2.5	700	60	5		60	6		enemy151	50	4	10	5	1	10	5	1	10
翠烟门弟子	3	6	0												30	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							翠烟门弟子	8	2.5	700	60	5		60	6		enemy152	50	4	10	5	1	10	5	1	10
翠烟门禁地老者	3	6	0												40	89	100																350	\Settings\DropRate.ini				0	0	0	0	0																							翠烟门禁地老者	8	2.5	700	60	5		60	6		enemy153	50	4	10	5	1	10	5	1	10
高人	3	6	0												17	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							高人	8	2.5	700	60	5		60	6		enemy154	50	4	10	5	1	10	5	1	10
丐帮弟子	3	6	0												17	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																							丐帮弟子	8	2.5	700	60	5		60	6		enemy155	50	4	10	5	1	10	5	1	10
丐帮赵舵主	3	6	0												17	42	100																350	\Settings\DropRate.ini				0	0	0	0	0																							丐帮赵舵主	8	2.5	700	60	5		60	6		enemy156	50	4	10	5	1	10	5	1	10
怪人	0	5	0			260	24	18	18	6	6	6	25	25	19	27	100		3	1	1	90	90	90	0	0	75	75	75	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0	0	0|0	0	0	怪人	8	2.5	700	60	5		60	6		enemy157	50	4	10	5	1	10	5	1	10
唐门弟子	3	6	0												24	49	100																350	\Settings\DropRate.ini				0	0	0	0	0																							唐门弟子	8	2.5	700	60	5		60	6		enemy158	50	4	10	5	1	10	5	1	10
耿子奇	3	6	0												32	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							耿子奇	8	2.5	700	60	5		60	6		enemy159	50	4	10	5	1	10	5	1	10
唐元	3	6	0												24	49	100																350	\Settings\DropRate.ini				0	0	0	0	0																							唐元	8	2.5	700	60	5		60	6		enemy160	50	4	10	5	1	10	5	1	10
唐元舅舅	3	6	0												15	43	100																350	\Settings\DropRate.ini				0	0	0	0	0																							唐元舅舅	8	2.5	700	60	5		60	6		enemy161	50	4	10	5	1	10	5	1	10
天忍教弟子1	3	6	0												32	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							天忍教弟子1	8	2.5	700	60	5		60	6		enemy162	50	4	10	5	1	10	5	1	10
天忍教弟子2	3	6	0												16	16	100																350	\Settings\DropRate.ini				0	0	0	0	0																							天忍教弟子2	8	2.5	700	60	5		60	6		enemy163	50	4	10	5	1	10	5	1	10
天王帮弟子1	3	6	0												30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							天王帮弟子1	8	2.5	700	60	5		60	6		enemy164	50	4	10	5	1	10	5	1	10
天王帮弟子2	3	6	0												60	37	100																350	\Settings\DropRate.ini				0	0	0	0	0																							天王帮弟子2	8	2.5	700	60	5		60	6		enemy165	50	4	10	5	1	10	5	1	10
天王帮弟子3	3	6	0												30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							天王帮弟子3	8	2.5	700	60	5		60	6		enemy166	50	4	10	5	1	10	5	1	10
五毒教弟子	3	6	0												20	23	100																350	\Settings\DropRate.ini				0	0	0	0	0																							五毒教弟子	8	2.5	700	60	5		60	6		enemy167	50	4	10	5	1	10	5	1	10
武当派润娘	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当派润娘	8	2.5	700	60	5		60	6		enemy168	50	4	10	5	1	10	5	1	10
武当弟子	3	6	0												42	42	100																350	\Settings\DropRate.ini				0	0	0	0	0																							武当弟子	8	2.5	700	60	5		60	6		enemy169	50	4	10	5	1	10	5	1	10
少林弟子	3	6	0												27	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							少林弟子	8	2.5	700	60	5		60	6		enemy170	50	4	10	5	1	10	5	1	10
木人	0	5	0			261	35	15	15	12	6	6	25	25	36	36	100	1	3	1	1	80	50	100	0	0	85	85	85	85	85	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				5|0.8	5|0.8	5|0.8	5|0.8	5|0.8	木人	8	2.5	700	60	5		60	6		enemy171	50	4	10	5	1	10	5	1	10
铜人	0	5	0			262	35	19	19	14	6	6	25	25	28	28	100	1	3	1	1	80	50	100	0	0	95	95	95	95	95	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				10|0.9	10|0.9	10|0.9	10|0.9	10|0.9	铜人	8	2.5	700	60	5		60	6		enemy172	50	4	10	5	1	10	5	1	10
女刺客	0	5	0			263	28	16	16	13	6	6	25	25	28	30	100	1	3	35	36	80	80	80	0	0	75	75	75	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	女刺客	8	2.5	700	60	5		60	6		enemy173	50	4	10	5	1	10	5	1	10
尼姑清和	0	5	0			264	26	22	22	12	6	6	25	25	24	24	100	1	3	20	5	80	50	100	0	0	75	75	75	75	75	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	尼姑清和	8	2.5	700	60	5		60	6		enemy174	50	4	10	5	1	10	5	1	10
宁心师太	3	6	0												19	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							宁心师太	8	2.5	700	60	5		60	6		enemy175	50	4	10	5	1	10	5	1	10
客栈老板	3	6	0												45	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			客栈老板										passerby001									
客栈小二甲	3	6	0												30	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			客栈小二甲										passerby002									
铁匠老板一	3	6	0												26	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			铁匠老板一										passerby004_1									
铁匠老板二	3	6	0												26	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			铁匠老板二										passerby004_2									
铁匠老板三	3	6	0												26	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			铁匠老板三										passerby004_3									
铁匠学徒乙一	3	6	0												22	20	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			铁匠学徒乙一										passerby006_1									
铁匠学徒乙二	3	6	0												22	20	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			铁匠学徒乙二										passerby006_2									
铁匠学徒乙三	3	6	0												22	20	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			铁匠学徒乙三										passerby006_3									
药店老板	3	6	0												28	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			药店老板										passerby007									
采药少女	3	6	0												24	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			采药少女										passerby008									
宠物老板	3	6	0												24	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			宠物老板										passerby010									
宠物老板娘一	3	6	0												22	44	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			宠物老板娘一										passerby011_1									
宠物老板娘二	3	6	0												22	44	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			宠物老板娘二										passerby011_2
宠物老板娘三	3	6	0												22	44	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			宠物老板娘三										passerby011_3
赌场老板	3	6	0												26	26	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			赌场老板										passerby013
赌场打手甲	3	6	0												30	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			赌场打手甲										passerby014
赌场打手乙	3	6	0												30	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			赌场打手乙										passerby015
酒店老板甲	3	6	0												26	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			酒店老板甲										passerby018
酒店老板乙	3	6	0												26	27	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			酒店老板乙										passerby019
酒保甲	3	6	0												32	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			酒保甲										passerby020
杂货老板乙	3	6	0												34	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			杂货老板乙										passerby023
杂货老板丙	3	6	0												26	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			杂货老板丙										passerby024
当铺老板	3	6	0												26	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			当铺老板										passerby025
估价先生	3	6	0												26	44	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			估价先生										passerby027
当铺伙计	3	6	0												25	14	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			当铺伙计										passerby028
妓院老鸨	3	6	0												26	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			妓院老鸨										passerby029
妓女甲	3	6	0												28	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			妓女甲										passerby030
妓女乙	3	6	0												26	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			妓女乙										passerby031
妓女丙	3	6	0												24	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			妓女丙										passerby032
茶馆老板	3	6	0												25	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			茶馆老板										passerby033
茶博士	3	6	0												19	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			茶博士										passerby034
钱庄老板一	3	6	0												19	21	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			钱庄老板一										passerby036_1
钱庄老板二	3	6	0												19	21	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			钱庄老板二										passerby036_2
钱庄老板三	3	6	0												19	21	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			钱庄老板三										passerby036_3
马贩子甲一	3	6	0												38	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			马贩子甲一										passerby037_1
马贩子甲二	3	6	0												38	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			马贩子甲二										passerby037_2
马贩子甲三	3	6	0												38	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			马贩子甲三										passerby037_3
马贩子乙一	3	6	0												40	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			马贩子乙一										passerby038_1
马贩子乙二	3	6	0												40	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			马贩子乙二										passerby038_2
马贩子乙三	3	6	0												40	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			马贩子乙三										passerby038_3
Giu Ngua乙一	3	6	0												30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			车夫乙一										passerby040_1
Giu Ngua乙二	3	6	0												30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			车夫乙二										passerby040_2
Giu Ngua乙三	3	6	0												30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			车夫乙三										passerby040_3
Giu Ngua丙	3	6	0												22	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			车夫丙										passerby041
Giu Ngua丁	3	6	0												26	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			车夫丁										passerby042
船夫甲	3	6	0												26	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			船夫甲										passerby043
船夫乙	3	6	0												32	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			船夫乙										passerby044
船夫丙	3	6	0												12	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			船夫丙										passerby045
员外甲	3	6	0												30	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			员外甲										passerby047
员外乙	3	6	0												30	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			员外乙										passerby048
老头甲	3	6	0												28	60	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			老头甲										passerby049
老头乙	3	6	0												24	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			老头乙										passerby050
老太太甲	3	6	0												30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			老太太甲										passerby051
老太太乙	3	6	0												16	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			老太太乙										passerby052
宫女乙	3	6	0												32	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			宫女乙										passerby058
太监甲	3	6	0												26	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			太监甲										passerby059
太监乙	3	6	0												38	14	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			太监乙										passerby060
豆汁摊一	3	6	0												32	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			豆汁摊一										passerby061_1
豆汁摊二	3	6	0												32	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			豆汁摊二										passerby061_2
豆汁摊三	3	6	0												32	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			豆汁摊三										passerby061_3
蜀锦绣摊一	3	6	0												38	42	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			蜀锦绣摊一										passerby062_1
蜀锦绣摊二	3	6	0												38	42	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			蜀锦绣摊二										passerby062_2
蜀锦绣摊三	3	6	0												38	42	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			蜀锦绣摊三										passerby062_3
药摊一	3	6	0												38	20	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			药摊一										passerby063_1
药摊二	3	6	0												38	20	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			药摊二										passerby063_2
药摊三	3	6	0												38	20	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			药摊三										passerby063_3
腊驴肉摊一	3	6	0												55	55	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			腊驴肉摊一										passerby064_1
腊驴肉摊二	3	6	0												55	55	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			腊驴肉摊二										passerby064_2
腊驴肉摊三	3	6	0												55	55	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			腊驴肉摊三										passerby064_3
大头菜摊一	3	6	0												22	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			大头菜摊一										passerby065_1
大头菜摊二	3	6	0												22	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			大头菜摊二										passerby065_2
大头菜摊三	3	6	0												22	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			大头菜摊三										passerby065_3
茶摊一	3	6	0												38	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			茶摊一										passerby066_1
茶摊二	3	6	0												38	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			茶摊二										passerby066_2
茶摊三	3	6	0												38	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			茶摊三										passerby066_3
瓷器摊一	3	6	0												32	15	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			瓷器摊一										passerby067_1
瓷器摊二	3	6	0												32	15	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			瓷器摊二										passerby067_2
瓷器摊三	3	6	0												32	15	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			瓷器摊三										passerby067_3
鲜果摊一	3	6	0												32	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			鲜果摊一										passerby068_1
鲜果摊二	3	6	0												32	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			鲜果摊二										passerby068_2
鲜果摊三	3	6	0												32	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			鲜果摊三										passerby068_3
花灯摊一	3	6	0												30	48	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			花灯摊一										passerby069_1
花灯摊二	3	6	0												30	48	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			花灯摊二										passerby069_2
花灯摊三	3	6	0												30	48	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			花灯摊三										passerby069_3
花农一	3	6	0												30	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			花农一										passerby070_1
花农二	3	6	0												30	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			花农二										passerby070_2
花农三	3	6	0												30	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			花农三										passerby070_3
西瓜摊一	3	6	0												18	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			西瓜摊一										passerby071_1
西瓜摊二	3	6	0												18	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			西瓜摊二										passerby071_2
西瓜摊三	3	6	0												18	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			西瓜摊三										passerby071_3
算命先生一	3	6	0												34	45	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			算命先生一										passerby072_1
算命先生二	3	6	0												34	45	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			算命先生二										passerby072_2
算命先生三	3	6	0												34	45	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			算命先生三										passerby072_3
书画摊一	3	6	0												38	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			书画摊一										passerby073_1
书画摊二	3	6	0												38	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			书画摊二										passerby073_2
书画摊三	3	6	0												38	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			书画摊三										passerby073_3
小杂货摊一	3	6	0												38	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			小杂货摊一										passerby074_1
小杂货摊二	3	6	0												38	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			小杂货摊二										passerby074_2
小杂货摊三	3	6	0												38	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			小杂货摊三										passerby074_3
猪肉摊一	3	6	0												38	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			猪肉摊一										passerby075_1
猪肉摊二	3	6	0												38	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			猪肉摊二										passerby075_2
猪肉摊三	3	6	0												38	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			猪肉摊三										passerby075_3
鱼虾摊一	3	6	0												15	16	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			鱼虾摊一										passerby076_1
鱼虾摊二	3	6	0												15	16	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			鱼虾摊二										passerby076_2
鱼虾摊三	3	6	0												15	16	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			鱼虾摊三										passerby076_3
包子摊一	3	6	0												50	50	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			包子摊一										passerby077_1
包子摊二	3	6	0												50	50	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			包子摊二										passerby077_2
包子摊三	3	6	0												50	50	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			包子摊三										passerby077_3
蔬菜摊一	3	6	0												34	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			蔬菜摊一										passerby079_1
蔬菜摊二	3	6	0												34	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			蔬菜摊二										passerby079_2
蔬菜摊三	3	6	0												34	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			蔬菜摊三										passerby079_3
卖冰糖葫芦	3	6	0												17	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																				0|0			卖冰糖葫芦										passerby080
钓鱼翁	3	6	0												84	84	100																350	\Settings\DropRate.ini				0	0	0	0	0																							钓鱼翁										passerby088
江湖人物1	3	6	0												16	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							江湖人物1										passerby092
江湖人物3	3	6	0												24	57	100																350	\Settings\DropRate.ini				0	0	0	0	0																							江湖人物3										passerby094
江湖人物4	3	6	0												32	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							江湖人物4										passerby095
江湖人物6	3	6	0												24	49	100																350	\Settings\DropRate.ini				0	0	0	0	0																							江湖人物6										passerby097
老年男子1	3	6	0												22	22	100																350	\Settings\DropRate.ini				0	0	0	0	0																							老年男子1										passerby099
老年男子2	3	6	0												27	45	100																350	\Settings\DropRate.ini				0	0	0	0	0																							老年男子2										passerby100
老年男子3	3	6	0												17	61	100																350	\Settings\DropRate.ini				0	0	0	0	0																							老年男子3										passerby101
老年男子4	3	6	0												17	76	100																350	\Settings\DropRate.ini				0	0	0	0	0																							老年男子4										passerby102
老年男子5	3	6	0												34	62	100																350	\Settings\DropRate.ini				0	0	0	0	0																							老年男子5										passerby103
老年女子1	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							老年女子1										passerby104
老年女子2	3	6	0												24	25	100																350	\Settings\DropRate.ini				0	0	0	0	0																							老年女子2										passerby105
猎户	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							猎户										passerby108
卖花女	3	6	0												24	42	100																350	\Settings\DropRate.ini				0	0	0	0	0																							卖花女										passerby110
乞丐	3	6	0												25	25	100																350	\Settings\DropRate.ini				0	0	0	0	0																							乞丐										passerby112
青年男子3	3	6	0												26	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子3										passerby117
青年男子4	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子4										passerby118
